processed,who_id,dataset,prop_id,keep,duplicate_record_id,who_region,country_territory_area,iso,iso_3166_1_numeric,admin_level,area_covered,prov_category,prov_subcategory,prov_measure,who_code,who_category,who_subcategory,who_measure,comments,date_start,measure_stage,prev_measure_number,following_measure_number,date_end,reason_ended,targeted,enforcement,non_compliance_penalty,value_usd,percent_interest,date_entry,link,link_live,link_eng,source,source_type,alt_link,alt_link_live,alt_link_eng,source_alt,queries_comments
,JH_HIT_91dEzd,JH_HIT,3517_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 19:58:19,,,,https://www.dropbox.com/s/h2gahpw4gukzh3u/3517_school_closed.pdf?dl=1,,,,,•	https://time.com/5819519/new-york-city-public-schools-closed-coronavirus/,
,JH_HIT_KP15aE,JH_HIT,3518_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 20:01:15,,,,https://www.dropbox.com/s/6mpsjojy0l1kecj/3518_school_closed.pdf?dl=1,,,,,https://www.wnypapers.com/news/article/featured/2020/03/15/140464/covid-19-niagara-county-proactively-declares-state-of-emergency-announces-school-closures,
,JH_HIT_TK9TTL,JH_HIT,3518_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 20:01:15,,,,https://www.dropbox.com/s/6mpsjojy0l1kecj/3518_school_closed.pdf?dl=1,,,,,https://www.wnypapers.com/news/article/featured/2020/03/15/140464/covid-19-niagara-county-proactively-declares-state-of-emergency-announces-school-closures,
,JH_HIT_Q82LTA,JH_HIT,3519_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 20:03:21,,,,https://www.dropbox.com/s/vwwnbpjjvt3d519/3519_school_closed.pdf?dl=1,,,,,https://www.ocgov.net/content/picente-declares-state-emergency-closes-all-public-schools,
,JH_HIT_7EgLm8,JH_HIT,3519_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 20:03:21,,,,https://www.dropbox.com/s/vwwnbpjjvt3d519/3519_school_closed.pdf?dl=1,,,,,https://www.ocgov.net/content/picente-declares-state-emergency-closes-all-public-schools,
,JH_HIT_ipFxy-,JH_HIT,3520_primary_school,,,AMRO,united states of america,USA,840,state,Michigan,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-18 01:31:54,,,,https://www.dropbox.com/s/it0kxyxsu4f9r7l/3520_school_closed.zip?dl=1,,,,,https://www.alconaschools.net/o/alcona-community-schools/live_feed,
,JH_HIT_Q4XfvQ,JH_HIT,3520_sec_school,,,AMRO,united states of america,USA,840,state,Michigan,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-18 01:31:54,,,,https://www.dropbox.com/s/it0kxyxsu4f9r7l/3520_school_closed.zip?dl=1,,,,,https://www.alconaschools.net/o/alcona-community-schools/live_feed,
,JH_HIT_PZiZhw,JH_HIT,3521_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 20:10:24,,,,https://www.dropbox.com/s/5uon711mbc61qrn/3521_school_closed.zip?dl=1,,,,,"	http://www.aecsd.education/districtpage.cfm?pageid=3460#School%20Closure%20Update%20-%203/16/20
	https://www.weedsport.org/school-to-close-march-16-through-april-13/",
,JH_HIT_GGBz2J,JH_HIT,3521_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 20:10:24,,,,https://www.dropbox.com/s/5uon711mbc61qrn/3521_school_closed.zip?dl=1,,,,,"	http://www.aecsd.education/districtpage.cfm?pageid=3460#School%20Closure%20Update%20-%203/16/20
	https://www.weedsport.org/school-to-close-march-16-through-april-13/",
,JH_HIT_OSM1Cf,JH_HIT,3522_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 20:13:32,,,,https://www.dropbox.com/s/yqf7rfcmkih01qs/3522_school_closed.zip?dl=1,,,,,"	https://doc-0c-3o-apps-viewer.googleusercontent.com/viewer/secure/pdf/uhenpcj4amqcv9aqk3gn8r0j66tafnvg/187f3b6tc1k8g7vi5gecr9025h9i5lqq/1589506650000/drive/14575469105497566050/ACFrOgDOKrLbbUp2IQzPwGyBQGJMCvSeKyXkRa5y55oMdm1ZZibwlAMtTFEejxeMdoUyjDbxDeJfmh2KB2gtRTD5muf0Q8kuAyLwCqUuVWlDthg0fvvN6XCdTJZlaWfGZB3bX2haYwT2N1j_-8ap?print=true&nonce=esmb6t04536n6&user=14575469105497566050&hash=banu4a71go02j0v618qn78ee913m9od7

	https://www.esmschools.org/districtpage.cfm?pageid=1976

	http://www.fabiuspompey.org/tfiles/folder742/School%20Closing%20Update%203-16-20.pdf
	https://www.fmschools.org/covid-19-update-and-information-all-f-m-schools-closed-effective-monday-march-16/
	https://www.lafayetteschools.org/teacherpage.cfm?teacher=2069
	http://www.liverpool.k12.ny.us/about/news/show/covid-19-update-for-end-of-day-march-16-1204
	http://www.lyncourtschool.org/districtpage.cfm?pageid=398
	http://www.marcellusschools.org/teacherpage.cfm?teacher=3218
	https://twitter.com/NSyracuseCSD/status/1239563308866457601?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3ANSyracuseCSD%7Ctwcon%5Etimelinechrome&ref_url=https%3A%2F%2Fwww.nscsd.org%2F
	http://www.solvayschools.org/tfiles/folder1931/March%2016,%202020%20Update.pdf
	http://www.syracusecityschools.com/districtpage.cfm?pageid=11153
	https://www.westgenesee.org/info-sent-home-on-march-16/
	http://www.westhillschools.org/teacherpage.cfm?teacher=1563",
,JH_HIT_U7lwXu,JH_HIT,3522_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 20:13:32,,,,https://www.dropbox.com/s/yqf7rfcmkih01qs/3522_school_closed.zip?dl=1,,,,,"	https://doc-0c-3o-apps-viewer.googleusercontent.com/viewer/secure/pdf/uhenpcj4amqcv9aqk3gn8r0j66tafnvg/187f3b6tc1k8g7vi5gecr9025h9i5lqq/1589506650000/drive/14575469105497566050/ACFrOgDOKrLbbUp2IQzPwGyBQGJMCvSeKyXkRa5y55oMdm1ZZibwlAMtTFEejxeMdoUyjDbxDeJfmh2KB2gtRTD5muf0Q8kuAyLwCqUuVWlDthg0fvvN6XCdTJZlaWfGZB3bX2haYwT2N1j_-8ap?print=true&nonce=esmb6t04536n6&user=14575469105497566050&hash=banu4a71go02j0v618qn78ee913m9od7

	https://www.esmschools.org/districtpage.cfm?pageid=1976

	http://www.fabiuspompey.org/tfiles/folder742/School%20Closing%20Update%203-16-20.pdf
	https://www.fmschools.org/covid-19-update-and-information-all-f-m-schools-closed-effective-monday-march-16/
	https://www.lafayetteschools.org/teacherpage.cfm?teacher=2069
	http://www.liverpool.k12.ny.us/about/news/show/covid-19-update-for-end-of-day-march-16-1204
	http://www.lyncourtschool.org/districtpage.cfm?pageid=398
	http://www.marcellusschools.org/teacherpage.cfm?teacher=3218
	https://twitter.com/NSyracuseCSD/status/1239563308866457601?ref_src=twsrc%5Etfw%7Ctwcamp%5Eembeddedtimeline%7Ctwterm%5Eprofile%3ANSyracuseCSD%7Ctwcon%5Etimelinechrome&ref_url=https%3A%2F%2Fwww.nscsd.org%2F
	http://www.solvayschools.org/tfiles/folder1931/March%2016,%202020%20Update.pdf
	http://www.syracusecityschools.com/districtpage.cfm?pageid=11153
	https://www.westgenesee.org/info-sent-home-on-march-16/
	http://www.westhillschools.org/teacherpage.cfm?teacher=1563",
,JH_HIT_OoVE-w,JH_HIT,3523_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 20:17:24,,,,https://www.dropbox.com/s/72kikhhdpzds0kp/3523_school_closed.pdf?dl=1,,,,,https://www.gcsny.org/2020/04/24/covid19/,
,JH_HIT_L-0f0a,JH_HIT,3523_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 20:17:24,,,,https://www.dropbox.com/s/72kikhhdpzds0kp/3523_school_closed.pdf?dl=1,,,,,https://www.gcsny.org/2020/04/24/covid19/,
,JH_HIT_yhwpOM,JH_HIT,3524_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 20:19:27,,,,https://www.dropbox.com/s/un03n7z4k7t978k/3524_school_closed.pdf?dl=1,,,,,https://www.wkbw.com/news/national/coronavirus/genesee-county-declares-state-of-emergency-schools-closed-to-students,
,JH_HIT_XlxVfd,JH_HIT,3524_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 20:19:27,,,,https://www.dropbox.com/s/un03n7z4k7t978k/3524_school_closed.pdf?dl=1,,,,,https://www.wkbw.com/news/national/coronavirus/genesee-county-declares-state-of-emergency-schools-closed-to-students,
,JH_HIT_NidxMe,JH_HIT,3525_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 20:21:29,,,,https://www.dropbox.com/s/y1c4vlxn9ovent1/3525_school_closed.pdf?dl=1,,,,,https://auburnpub.com/news/local/state-and-regional/oswego-county-declares-emergency-closes-schools/article_a7b7e3fa-66f6-11ea-a866-6765e382866f.html,
,JH_HIT_KdyZXz,JH_HIT,3525_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 20:21:29,,,,https://www.dropbox.com/s/y1c4vlxn9ovent1/3525_school_closed.pdf?dl=1,,,,,https://auburnpub.com/news/local/state-and-regional/oswego-county-declares-emergency-closes-schools/article_a7b7e3fa-66f6-11ea-a866-6765e382866f.html,
,JH_HIT_X-jCpj,JH_HIT,3526_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 20:24:02,,,,https://www.dropbox.com/s/qzl0jqslzsojfal/3526_school_closed.pdf?dl=1,,,,,https://www.allotsego.com/county-schools-to-close-for-2-weeks/,
,JH_HIT_nmfE8L,JH_HIT,3526_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 20:24:02,,,,https://www.dropbox.com/s/qzl0jqslzsojfal/3526_school_closed.pdf?dl=1,,,,,https://www.allotsego.com/county-schools-to-close-for-2-weeks/,
,JH_HIT_G-KakG,JH_HIT,3527_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-13 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 21:08:07,,,,https://www.dropbox.com/s/7y84w1csjn84i10/3527_school_closed.zip?dl=1,,,,,o	https://www.brewsterschools.org/domain/88,
,JH_HIT_bBoOqs,JH_HIT,3527_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-13 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 21:08:07,,,,https://www.dropbox.com/s/7y84w1csjn84i10/3527_school_closed.zip?dl=1,,,,,o	https://www.brewsterschools.org/domain/88,
,JH_HIT_y4jqAc,JH_HIT,3528_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 21:10:30,,,,https://www.dropbox.com/s/3w5uzogn0dtwjs7/3528_school_closed.zip?dl=1,,,,,"o	https://www.carmelschools.org/groups/78589/covid19/home_page
o	https://www.facebook.com/garrisonufs/posts/3110435105674255
o	https://resources.finalsite.net/images/f_auto,q_auto/v1584364217/haldaneschoolorg/ffvbgprxmfrtllhl3xxg/COVIDmarch132020.jpg
o	http://pvcsd.org/index.php/district/superintendent/school-will-be-closed-monday-and-tuesday-3-16-and-3-17-20/",
,JH_HIT_J1hd1w,JH_HIT,3528_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 21:10:30,,,,https://www.dropbox.com/s/3w5uzogn0dtwjs7/3528_school_closed.zip?dl=1,,,,,"o	https://www.carmelschools.org/groups/78589/covid19/home_page
o	https://www.facebook.com/garrisonufs/posts/3110435105674255
o	https://resources.finalsite.net/images/f_auto,q_auto/v1584364217/haldaneschoolorg/ffvbgprxmfrtllhl3xxg/COVIDmarch132020.jpg
o	http://pvcsd.org/index.php/district/superintendent/school-will-be-closed-monday-and-tuesday-3-16-and-3-17-20/",
,JH_HIT_Yggm0h,JH_HIT,3529_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 21:12:35,,,,https://www.dropbox.com/s/6og6ihkrt67ogp4/3529_school_closed.pdf?dl=1,,,,,https://time.com/5819519/new-york-city-public-schools-closed-coronavirus/,
,JH_HIT_PFBkTc,JH_HIT,3529_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 21:12:35,,,,https://www.dropbox.com/s/6og6ihkrt67ogp4/3529_school_closed.pdf?dl=1,,,,,https://time.com/5819519/new-york-city-public-schools-closed-coronavirus/,
,JH_HIT_g-KRIP,JH_HIT,3532_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 21:38:58,,,,https://www.dropbox.com/s/x5gxlh634y7ot1l/3532_school_closed.pdf?dl=1,,,,,http://berlincentral.org/2020/03/15/coronavirus-update-from-dr-young-march-15/,
,JH_HIT_-la2r1,JH_HIT,3532_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-17 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 21:38:58,,,,https://www.dropbox.com/s/x5gxlh634y7ot1l/3532_school_closed.pdf?dl=1,,,,,http://berlincentral.org/2020/03/15/coronavirus-update-from-dr-young-march-15/,
,JH_HIT_76F2my,JH_HIT,3533_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 21:40:56,,,,https://www.dropbox.com/s/ucc8zf54rz81liv/3533_school_closed.pdf?dl=1,,,,,https://time.com/5819519/new-york-city-public-schools-closed-coronavirus/,
,JH_HIT_GjTX2s,JH_HIT,3533_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 21:40:56,,,,https://www.dropbox.com/s/ucc8zf54rz81liv/3533_school_closed.pdf?dl=1,,,,,https://time.com/5819519/new-york-city-public-schools-closed-coronavirus/,
,JH_HIT_OYoRY4,JH_HIT,3534_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 21:43:35,,,,https://www.dropbox.com/s/ffog8dn41dcg5uz/3534_school_closed.pdf?dl=1,,,,,https://dailyvoice.com/new-york/mountpleasant/news/covid-19-many-school-districts-schedule-long-term-closures/785011/,
,JH_HIT_R7WGWZ,JH_HIT,3534_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 21:43:35,,,,https://www.dropbox.com/s/ffog8dn41dcg5uz/3534_school_closed.pdf?dl=1,,,,,https://dailyvoice.com/new-york/mountpleasant/news/covid-19-many-school-districts-schedule-long-term-closures/785011/,
,JH_HIT_PrlWYm,JH_HIT,3535_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 21:45:46,,,,https://www.dropbox.com/s/5hahgd8ys12jdzh/3535_school_closed.pdf?dl=1,,,,,https://www.wwnytv.com/2020/03/14/breaking-news-all-schools-jefferson-lewis-counties-close-temporarily/,
,JH_HIT_eTjHJa,JH_HIT,3535_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 21:45:46,,,,https://www.dropbox.com/s/5hahgd8ys12jdzh/3535_school_closed.pdf?dl=1,,,,,https://www.wwnytv.com/2020/03/14/breaking-news-all-schools-jefferson-lewis-counties-close-temporarily/,
,JH_HIT_r1SNSV,JH_HIT,3536_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 21:48:29,,,,https://www.dropbox.com/s/tx39ti7csj886zx/3536_school_closed.zip?dl=1,,,,,"•	https://www.scotiaglenvilleschools.org/all-s-g-schools-closed-march-16-20-out-of-an-abundance-of-caution/
•	https://www.schalmont.org/cancelation-of-classes-march-16-20/
•	https://www.mohonasen.org/superintendent-update-march-13-2020/
•	https://www.niskayunaschools.org/covid-19-coronavirus-update-2-friday-march-13/
•	https://www.duanesburg.org/covid-19-update-march-13-2020/",
,JH_HIT_RI8p-b,JH_HIT,3536_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 21:48:29,,,,https://www.dropbox.com/s/tx39ti7csj886zx/3536_school_closed.zip?dl=1,,,,,"•	https://www.scotiaglenvilleschools.org/all-s-g-schools-closed-march-16-20-out-of-an-abundance-of-caution/
•	https://www.schalmont.org/cancelation-of-classes-march-16-20/
•	https://www.mohonasen.org/superintendent-update-march-13-2020/
•	https://www.niskayunaschools.org/covid-19-coronavirus-update-2-friday-march-13/
•	https://www.duanesburg.org/covid-19-update-march-13-2020/",
,JH_HIT_kotUnS,JH_HIT,3538_primary_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-16 21:50:31,,,,https://www.dropbox.com/s/cc48q1zku9qxy3p/3538_school_closed.pdf?dl=1,,,,,https://www.allotsego.com/county-schools-to-close-for-2-weeks/,
,JH_HIT_W12whI,JH_HIT,3538_sec_school,,,AMRO,united states of america,USA,840,state,New York,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-16 21:50:31,,,,https://www.dropbox.com/s/cc48q1zku9qxy3p/3538_school_closed.pdf?dl=1,,,,,https://www.allotsego.com/county-schools-to-close-for-2-weeks/,
